VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,AvgSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesToPurchaseRatio
9552,M S WALKER INC,17316,Damilano Lecinquevgne Barolo,20.91,31.99,750,871,18212.609999999993,851.0,29230.490000000154,34.34840188014119,94.35999999999984,55551.819999999985,11017.880000000161,37.6931074367898,0.9770378874856487,1.6049588719024985
4425,MARTIGNETTI COMPANIES,288,The Bitter Truth Pink Gin,26.31,34.99,750,692,18206.520000000022,378.0,11336.219999999937,29.989999999999835,298.31000000000023,144929.24,-6870.300000000085,-60.6048577038918,0.546242774566474,0.622646172909481
9165,ULTRA BEVERAGE COMPANY LLP,7995,Patron Reposado Tequila,4.95,6.49,50,3674,18186.300000000014,3209.0,20826.409999999934,6.48999999999998,163.41999999999842,68054.70000000003,2640.1099999999205,12.6767407344805,0.8734349482852477,1.1451702655295426
4425,MARTIGNETTI COMPANIES,46453,Mason Clrs Svgn Bl Pomelo,7.33,10.99,750,2481,18185.729999999952,1922.0,20022.780000000097,10.417679500520341,215.4600000000017,144929.24,1837.0500000001448,9.17479990291126,0.7746876259572752,1.101016016404079
9165,ULTRA BEVERAGE COMPANY LLP,45770,Bonterra Mendocino Org Znfdl,9.45,13.99,750,1921,18153.449999999997,1946.0,27377.54000000042,14.068622816033104,215.86000000000487,68054.70000000003,9224.090000000422,33.692179794095,1.0130140551795939,1.5081177407049582
6213,MHW LTD,8623,Casamigos Anejo Tequila,2.34,2.99,50,7749,18132.660000000007,7855.0,23486.45000000027,2.9900000000000344,403.8800000000198,9621.580000000002,5353.790000000263,22.7952287382733,1.0136791844108917,1.2952567356361537
17035,PERNOD RICARD USA,2412,JP Wiser's Rye,15.38,21.99,750,1178,18117.64,1314.0,27954.860000000397,21.274627092846572,1036.239999999991,123780.21999999997,9837.220000000398,35.1896593293626,1.1154499151103565,1.542963653102744
4425,MARTIGNETTI COMPANIES,45474,Belle Glos Alturas Pnt Nr,33.55,49.99,750,540,18117.0,478.0,25995.220000000092,54.383305439330734,53.00999999999989,144929.24,7878.220000000092,30.3064178722091,0.8851851851851852,1.4348523486228455
9165,ULTRA BEVERAGE COMPANY LLP,2051,Glenrothes Bourbon Cask Rsv,42.63,54.99,750,424,18075.12000000001,267.0,13837.329999999954,51.82520599250919,210.6399999999997,68054.70000000003,-4237.790000000055,-30.6257782390105,0.6297169811320755,0.765545678258288
7153,PINE STATE TRADING CO,34850,Bargetto Chaucer's Hney Mead,8.6,13.99,750,2101,18068.600000000042,1942.0,26447.5800000003,13.618733264675747,214.7000000000042,15884.819999999998,8378.980000000258,31.6814619711904,0.9243217515468825,1.4637315564017266
8352,LUXCO INC,5155,Arrow Brown Creme de Cacao,5.79,7.99,750,3120,18064.79999999994,3108.0,24832.920000000417,7.990000000000134,2449.5899999999674,10261.599999999997,6768.120000000476,27.2546281307247,0.9961538461538462,1.3746578982330553
17035,PERNOD RICARD USA,100,Chivas Royal Salute,120.29,159.99,750,150,18043.500000000004,124.0,20268.760000000013,163.45774193548397,97.78000000000011,123780.21999999997,2225.2600000000093,10.9787673246908,0.8266666666666667,1.1233275140632366
9552,M S WALKER INC,2080,Four Roses 16 Private Slctn,54.26,69.99,750,332,18014.320000000003,268.0,18753.31999999998,69.9750746268656,211.24999999999963,55551.819999999985,738.9999999999782,3.94063557812685,0.8072289156626506,1.041022919544006
653,STATE WINE & SPIRITS,20167,Plungerhead Lodi Cab Svgn,8.78,12.99,750,2051,18007.78000000001,1764.0,23864.360000000164,13.52854875283456,195.64000000000294,8014.98,5856.5800000001545,24.5411148675268,0.8600682593856656,1.3252249860893541
3924,HEAVEN HILL DISTILLERIES,3639,Burnetts Peach Vodka,7.14,11.99,1750,2521,17999.940000000068,2867.0,28067.330000000493,9.78979072200924,5268.970000000113,14069.869999999995,10067.390000000425,35.8687128415857,1.1372471241570805,1.5593013087821619
9819,TREASURY WINE ESTATES,35918,Stone Cellars Pnt Grigio,6.49,10.99,1500,2773,17996.769999999997,2742.0,30323.58000000066,11.058927789934595,612.0100000000191,14836.570000000005,12326.810000000663,40.6509059946101,0.988820771727371,1.6849456874761786
4425,MARTIGNETTI COMPANIES,34752,Frogs Leap Svgn Bl Napa,14.56,21.99,750,1235,17981.599999999988,1099.0,27671.01000000024,25.178353048225876,121.66999999999975,144929.24,9689.41000000025,35.0164666920368,0.8898785425101214,1.5388513814121245
8112,MOET HENNESSY USA INC,1620,Hennessy Privilege VSOP VAP,35.87,46.99,750,501,17970.869999999995,495.0,23284.050000000032,47.03848484848491,389.78000000000054,48347.26,5313.180000000037,22.8189683495785,0.9880239520958084,1.2956551352271781
2000,SOUTHERN WINE & SPIRITS NE,37604,Hardys Chard Ausl,9.26,19.99,3000,1940,17964.400000000012,1941.0,29349.59000000034,15.120860381246954,873.4500000000081,19016.59,11385.190000000326,38.7916492189506,1.0005154639175258,1.6337639999109528
4425,MARTIGNETTI COMPANIES,16484,Layer Cake Centrl Cst Pnt Nr,10.52,15.99,750,1706,17947.119999999995,1686.0,27231.140000000218,16.15132858837498,186.80000000000197,144929.24,9284.020000000222,34.0933945475663,0.9882766705744431,1.5172985972122672
3252,E & J GALLO WINERY,22362,Barefoot Bubbly Peach Fusion,6.45,9.99,750,2780,17930.99999999999,2685.0,26823.150000000423,9.990000000000158,298.01000000000874,61966.909999999996,8892.150000000434,33.1510281230963,0.9658273381294964,1.4959093190564072
4425,MARTIGNETTI COMPANIES,25509,Lockwood Pnt Nr,5.33,7.99,750,3355,17882.14999999997,3355.0,26806.450000000208,7.990000000000062,376.0100000000038,144929.24,8924.30000000024,33.2916145181483,1.0,1.4990619136960743
653,STATE WINE & SPIRITS,3153,Rye Harbor Vodka,13.23,17.99,750,1351,17873.729999999952,1437.0,25851.630000000423,17.990000000000293,1133.5099999999854,8014.98,7977.900000000471,30.8603364662125,1.0636565507031828,1.446347796458853
8004,SAZERAC CO INC,18877,Di Padrino Sweet Vermouth,5.15,7.99,1500,3470,17870.49999999996,3367.0,26902.33000000063,7.990000000000188,750.0600000000294,50293.62000000002,9031.830000000671,33.5726682410054,0.9703170028818444,1.505404437480803
4425,MARTIGNETTI COMPANIES,42264,Belle Glos Clark & Telephone,32.67,49.99,750,547,17870.49000000002,454.0,24740.46000000007,54.49440528634376,50.369999999999884,144929.24,6869.9700000000485,27.7681579081393,0.829981718464351,1.3844309809076327
6215,MOONLIGHT MEADERY,15980,Moonlight Meadery Apple Pie,8.72,12.99,375,2049,17867.279999999966,1870.0,24291.300000000378,12.990000000000203,108.89000000000168,365.6100000000001,6424.0200000004115,26.4457645329822,0.9126403123474865,1.3595410157561993
9819,TREASURY WINE ESTATES,31203,Beringer Fndrs Est Merlot,5.99,8.99,750,2980,17850.19999999994,2973.0,30965.270000000633,10.41549613185356,330.15000000001146,14836.570000000005,13115.070000000695,42.3541277050077,0.9976510067114094,1.734729582861858
4425,MARTIGNETTI COMPANIES,27799,Ch de Sancerre Sancerre,17.41,26.99,750,1024,17827.839999999993,911.0,27899.89000000018,30.62556531284323,101.02999999999979,144929.24,10072.050000000188,36.100679966839,0.8896484375,1.5649618798463634
12546,JIM BEAM BRANDS COMPANY,3638,Pinnacle Whipped,0.75,0.99,50,23765,17823.75,14844.0,14695.55999999948,0.9899999999999649,773.6500000000054,123880.96999999999,-3128.1900000005207,-21.2866335138003,0.6246160319798022,0.8244931622133097
10754,PERFECTA WINES,26318,House Wine Cab Svgn,11.61,21.99,3000,1535,17821.35000000003,1209.0,21749.91000000017,17.99000000000014,544.049999999996,28720.52,3928.5600000001396,18.0624195686332,0.7876221498371335,1.220441212366074
1392,CONSTELLATION BRANDS INC,23650,Tom Gore Chardonnay CA,7.99,12.99,750,2230,17817.69999999998,1791.0,21827.090000000062,12.187096594081554,199.44000000000224,79528.99,4009.390000000083,18.3688709763879,0.8031390134529148,1.2250228705164015
4425,MARTIGNETTI COMPANIES,20699,Fantini Monteplciano D'Abruz,7.94,11.99,750,2242,17801.480000000032,2237.0,27395.630000000274,12.246593652212907,248.21000000000475,144929.24,9594.150000000242,35.020731408623,0.9977698483496877,1.5389523792403903
3252,E & J GALLO WINERY,31500,Barefoot Wh Znfdl Cal,3.22,6.29,750,5521,17777.619999999926,5302.0,30992.68000000146,5.845469634100614,590.1800000000235,61966.909999999996,13215.060000001533,42.6392941817259,0.9603332729577975,1.7433537222643745
11567,CAMPARI AMERICA,3386,Skyy Infusions Cranberry,0.75,0.99,50,23694,17770.5,22231.0,22008.690000000213,0.9900000000000097,1160.459999999967,20964.809999999998,4238.190000000213,19.2568935270576,0.9382544103992572,1.2384958217270314
4425,MARTIGNETTI COMPANIES,2444,Clyde May's Alabama Style Wh,22.55,34.99,750,788,17769.39999999997,515.0,15459.84999999993,30.019126213592095,406.07000000000147,144929.24,-2309.5500000000393,-14.9390194600856,0.6535532994923858,0.8700265625175839
3252,E & J GALLO WINERY,27460,Ecco Domani Merlot Venezie,6.53,9.99,750,2715,17728.95000000004,2700.0,26973.000000000236,9.990000000000087,300.97000000000537,61966.909999999996,9244.050000000196,34.2714937159386,0.994475138121547,1.5214098973712586
9552,M S WALKER INC,8221,Grand Mayan Silver Agave,63.99,79.99,750,277,17725.230000000003,284.0,22717.16000000007,79.99000000000024,224.2099999999996,55551.819999999985,4991.930000000066,21.974269671033,1.0252707581227436,1.2816285035511565
9165,ULTRA BEVERAGE COMPANY LLP,8238,Suerte Blanco Tequila,28.56,35.99,750,620,17707.200000000008,218.0,7065.819999999971,32.41201834862372,172.08999999999995,68054.70000000003,-10641.380000000037,-150.603610055168,0.35161290322580646,0.3990365501039107
8673,STE MICHELLE WINE ESTATES,6358,Dom Ste Michelle Brut Cuvee,8.55,12.99,750,2071,17707.05000000002,2058.0,27837.420000000246,13.526443148688166,229.35000000000335,15919.700000000003,10130.370000000225,36.3911957358122,0.993722839208112,1.5721094140469594
4425,MARTIGNETTI COMPANIES,24935,T-Vine Grenache Napa,9.93,14.99,750,1783,17705.189999999988,1783.0,26727.170000000144,14.99000000000008,199.3100000000017,144929.24,9021.980000000156,33.755837224817,1.0,1.5095669687814794
9165,ULTRA BEVERAGE COMPANY LLP,686,Midnight Moon Cherry,14.95,18.99,750,1184,17700.800000000043,1477.0,29525.230000000585,19.990000000000396,1165.199999999983,68054.70000000003,11824.430000000542,40.0485618570975,1.2474662162162162,1.668016699810207
90024,VINILANDIA USA,44734,Casa Liliana Good Pnt Grg,5.44,10.99,750,3249,17674.560000000045,3122.0,27656.780000000435,8.858673926970031,347.26000000001017,2802.6400000000003,9982.22000000039,36.093211140271,0.9609110495537089,1.5647789817681665
4425,MARTIGNETTI COMPANIES,41588,Paul Hobbs Cab Svgn Napa,66.66,99.99,750,265,17664.9,113.0,12618.869999999994,111.67141592920348,12.6,144929.24,-5046.030000000008,-39.9879703967155,0.42641509433962266,0.7143470950868668
12546,JIM BEAM BRANDS COMPANY,428,Sauza Giro Gold Tequila,6.83,9.49,1000,2582,17635.059999999965,2614.0,24806.860000000008,9.490000000000004,2744.699999999995,123880.96999999999,7171.800000000043,28.9105513555526,1.0123934934159566,1.406678514277811
12546,JIM BEAM BRANDS COMPANY,2156,(RI) 1,26.92,36.99,750,655,17632.60000000003,591.0,21519.090000000124,36.41131979695452,466.43000000000376,123880.96999999999,3886.4900000000926,18.0606614870799,0.9022900763358779,1.2204150267118907
2000,SOUTHERN WINE & SPIRITS NE,27581,Zenato Valpolicella Clsc,9.99,14.99,750,1764,17622.359999999964,1758.0,27495.420000000187,15.64017064846427,196.2000000000018,19016.59,9873.060000000223,35.9080166805968,0.9965986394557823,1.5602575364480264
17035,PERNOD RICARD USA,3571,Absolut Vanilia,1.47,1.99,50,11985,17617.949999999975,11393.0,22672.069999999992,1.9899999999999993,587.4700000000182,123780.21999999997,5054.120000000017,22.2922741505298,0.9506049228201919,1.286873330892642
12546,JIM BEAM BRANDS COMPANY,1261,Jim Beam Kentucky Fire,0.74,0.99,50,23774,17592.76,23667.0,23430.33000000024,0.9900000000000101,1235.4299999999653,123880.96999999999,5837.57000000024,24.9145872038515,0.9954992849331202,1.3318166109240528
4425,MARTIGNETTI COMPANIES,21281,Rodney Strong Rsv Alex Vy CS,32.23,48.99,750,545,17565.34999999998,503.0,24123.97000000008,47.960178926441515,55.549999999999834,144929.24,6558.620000000101,27.1871503736743,0.9229357798165138,1.3733839633141445
7153,PINE STATE TRADING CO,6168,Kinky Pink Liqueur,5.92,7.99,375,2967,17564.640000000058,3383.0,24732.670000000282,7.310869051138127,1326.8599999999994,15884.819999999998,7168.030000000224,28.9820306501487,1.1402089652847995,1.4080943304275066
7240,"PREMIUM PORT WINES, INC.",20855,Cockburns Special RSV,8.6,12.99,750,2041,17552.600000000046,1966.0,25538.340000000444,12.990000000000226,217.41000000000605,301.2,7985.740000000398,31.2696126686396,0.9632533072023518,1.4549605186696204
4425,MARTIGNETTI COMPANIES,2907,Route 66 Tequila,27.55,34.99,375,637,17549.35,485.0,16970.149999999954,34.9899999999999,190.22999999999897,144929.24,-579.2000000000444,-3.41305174085112,0.7613814756671899,0.9669959286241345
9552,M S WALKER INC,1156,Old New England Egg Nog,9.28,12.99,1750,1889,17529.92000000001,1902.0,24706.97999999996,12.989999999999979,3494.9300000000108,55551.819999999985,7177.05999999995,29.0487141690322,1.0068819481206988,1.4094177269491217
8004,SAZERAC CO INC,3265,Firefly Sweet Tea Vodka,0.36,0.49,50,48651,17514.36,48649.0,23838.010000000002,0.49000000000000005,2552.4800000000027,50293.62000000002,6323.6500000000015,26.5275918585486,0.9999588908758299,1.3610551570254352
9552,M S WALKER INC,36344,Latour Pinot Noir Valmoissin,8.72,12.99,750,2008,17509.759999999973,1922.0,25370.780000000163,13.200197710718086,213.660000000003,55551.819999999985,7861.02000000019,30.9845420598032,0.9571713147410359,1.4489507566066127
12546,JIM BEAM BRANDS COMPANY,1663,Jim Beam Maple,0.74,0.99,50,23625,17482.5,23271.0,23038.29000000018,0.9900000000000077,1213.1499999999642,123880.96999999999,5555.790000000179,24.1154616944232,0.985015873015873,1.317791505791516
3252,E & J GALLO WINERY,8367,Carlo Rossi Rhine Calif,9.93,14.99,4000,1760,17476.79999999997,1775.0,26607.250000000437,14.990000000000245,1065.0000000000152,61966.909999999996,9130.450000000466,34.3156470510869,1.0085227272727273,1.5224325963563399
9552,M S WALKER INC,23974,Catena RSV Chard,11.25,16.99,750,1552,17460.0,1567.0,26265.330000000256,16.761537970644707,174.44000000000224,55551.819999999985,8805.330000000256,33.5245359567162,1.0096649484536082,1.5043144329897054
4425,MARTIGNETTI COMPANIES,22665,Trefethen Cab Svgn,35.56,52.99,750,491,17459.959999999995,402.0,21698.980000000036,53.977562189054815,44.39999999999988,144929.24,4239.02000000004,19.5355726398201,0.8187372708757638,1.2427852068389642
4425,MARTIGNETTI COMPANIES,31581,Ch Graville Lacoste Graves,11.18,17.99,750,1561,17451.979999999985,1461.0,23793.390000000087,16.285687885010326,162.2000000000013,144929.24,6341.410000000102,26.6519819159862,0.9359385009609225,1.3633633547597526
4692,KOBRAND CORPORATION,7265,Taylor Fladgate LBV Port,10.45,16.99,750,1668,17430.600000000006,1573.0,26456.270000000248,16.818989192625715,174.23000000000184,9139.38,9025.670000000242,34.1154289701464,0.9430455635491607,1.5178060422475554
4425,MARTIGNETTI COMPANIES,19581,Girard Cab Svgn,15.78,26.99,750,1104,17421.12000000002,1123.0,29875.77000000018,26.60353517364219,124.44999999999975,144929.24,12454.650000000158,41.688130548602,1.0172101449275361,1.714916721772202
9165,ULTRA BEVERAGE COMPANY LLP,12944,Middle Sister Rebel Red,6.8,9.99,750,2561,17414.80000000002,2576.0,27327.240000000507,10.608400621118209,285.0200000000103,68054.70000000003,9912.440000000486,36.2731106397876,1.0058570870753611,1.569196315777412
10754,PERFECTA WINES,25650,Long Barn Chardonnay,6.49,9.99,750,2682,17406.17999999997,2071.0,22242.290000000143,10.739879285369456,230.4300000000048,28720.52,4836.110000000172,21.7428601101781,0.7721849366144669,1.2778386756887599
4425,MARTIGNETTI COMPANIES,24788,Gentleman's Collection Cab S,9.45,18.99,750,1837,17359.649999999983,2204.0,33807.96000000053,15.339364791288807,245.0200000000061,144929.24,16448.310000000547,48.6521813206129,1.1997822536744693,1.9475023978018313
12546,JIM BEAM BRANDS COMPANY,8553,Dekuyper Blue Curacao,5.22,6.99,750,3324,17351.279999999962,2969.0,20909.31000000003,7.042542943752116,2338.219999999977,123880.96999999999,3558.030000000068,17.0164869142026,0.8932009626955475,1.2050586469701414
9744,FREDERICK WILDMAN & SONS,47009,Torino Don David RSV Malbec,8.44,15.99,750,2055,17344.20000000002,2165.0,28912.350000000282,13.354434180138698,241.11000000000362,3999.9299999999994,11568.150000000263,40.0111025219332,1.0535279805352797,1.6669751271318511
9552,M S WALKER INC,23866,Landhaus Mayer Gruner Veltli,8.16,11.99,750,2125,17339.999999999996,2023.0,24705.770000000157,12.212441917943726,225.24000000000336,55551.819999999985,7365.7700000001605,29.8139665349435,0.952,1.4247848904267684
3960,DIAGEO NORTH AMERICA INC,2219,Crown Royal Vanilla,1.5,1.99,50,11556,17334.0,10130.0,20158.699999999695,1.98999999999997,527.1900000000118,257032.07000000007,2824.699999999695,14.0123123018832,0.8766008999653859,1.162957193954061
2242,DELICATO VINEYARDS INC,23161,Loft Cab Svgn,13.69,29.99,3000,1265,17317.849999999922,1223.0,24312.77000000025,19.87961569910078,550.3499999999947,7982.649999999999,6994.920000000329,28.77055966885,0.966798418972332,1.4039138807646654
12546,JIM BEAM BRANDS COMPANY,2037,Jim Beam Honey,0.73,0.99,50,23706,17305.38000000001,23480.0,23245.20000000012,0.9900000000000051,1225.4799999999734,123880.96999999999,5939.8200000001125,25.5528883382379,0.9904665485531089,1.3432354562569622
4425,MARTIGNETTI COMPANIES,25141,The Federalist 1776 Zinfande,10.27,17.99,750,1685,17304.94999999999,1441.0,22478.590000000175,15.599299097848837,159.6600000000019,144929.24,5173.640000000185,23.0158564216,0.855192878338279,1.2989687921664141
480,BACARDI USA INC,4092,Bacardi Grapefruit Rum,11.19,13.99,750,1546,17299.740000000023,1073.0,11529.269999999873,10.744892823858223,845.7399999999973,89286.26999999999,-5770.47000000015,-50.0506103161797,0.6940491591203105,0.6664418077959471
28776,TALL SHIP DISTILLERY LLC,3450,260 Vodka,22.39,27.99,750,772,17285.080000000005,348.0,9740.51999999997,27.989999999999913,274.1999999999998,259.90000000000003,-7544.560000000036,-77.4554130580304,0.45077720207253885,0.5635218350160929
9165,ULTRA BEVERAGE COMPANY LLP,2299,J Seeds Apple Cider Whiskey,0.79,0.99,50,21871,17278.08999999999,18020.0,17839.79999999937,0.989999999999965,939.9899999999998,68054.70000000003,561.7099999993807,3.14863395329208,0.8239220886104888,1.032509959144754
6213,MHW LTD,4527,Camus Grand VSOP Elegance,26.92,34.99,750,641,17255.72000000003,632.0,22903.68000000007,36.24000000000011,498.0300000000022,9621.580000000002,5647.960000000039,24.659618017716,0.9859594383775351,1.3273094371025973
9815,WINE GROUP INC,15295,Flip Flop Pnt Grigio,3.44,5.99,750,5013,17244.72000000005,4954.0,28038.460000000483,5.659761808639581,552.8600000000165,27100.409999999996,10793.740000000435,38.4961941561707,0.988230600438859,1.6259156425851162
3252,E & J GALLO WINERY,25710,Edna Valley Paragon Pnt Grig,7.58,10.99,750,2273,17229.33999999997,2272.0,17312.77999999992,7.620061619718274,254.6700000000005,61966.909999999996,83.43999999994776,0.481956104103143,0.9995600527936648,1.0048429017013971
4425,MARTIGNETTI COMPANIES,23345,Neyers Vyd Chard Carneros,14.28,31.99,750,1206,17221.680000000022,1050.0,28625.500000000164,27.262380952381108,116.81999999999987,144929.24,11403.820000000142,39.8379766292294,0.8706467661691543,1.6621781382536505
4425,MARTIGNETTI COMPANIES,15528,Cannonball Chard,9.33,14.99,750,1845,17213.84999999996,2001.0,30223.990000000267,15.104442778610828,223.2100000000031,144929.24,13010.140000000309,43.0457394936942,1.0845528455284552,1.7557948977131983
3960,DIAGEO NORTH AMERICA INC,7909,DeLeon Reposado Tequila,42.96,54.99,750,400,17184.000000000004,395.0,19236.05000000003,48.69886075949374,311.70000000000033,257032.07000000007,2052.0500000000247,10.667730641166,0.9875,1.119416317504657
3252,E & J GALLO WINERY,39412,Mirassou Merlot Cal,5.88,8.99,750,2921,17175.479999999985,2860.0,28571.400000000485,9.990000000000169,318.2100000000085,61966.909999999996,11395.9200000005,39.885759885761,0.9791167408421774,1.663499360716586
9165,ULTRA BEVERAGE COMPANY LLP,27111,Masi Amarone Costasera Valp,40.26,59.99,750,426,17150.759999999995,395.0,23696.05000000005,59.99000000000013,43.76999999999992,68054.70000000003,6545.290000000055,27.621861027471,0.9272300469483568,1.3816326506813725
90047,CRUSH WINES,15092,Anne Amie Pnt Nr,16.44,29.99,750,1043,17146.920000000013,1011.0,23639.890000000127,23.38268051434236,112.15999999999985,1457.7299999999998,6492.970000000114,27.4661599525213,0.9693192713326941,1.3786668392924273
8664,"STOLI GROUP,(USA) LLC",3573,Stoli Elite Vodka,74.21,99.99,1750,231,17142.510000000006,199.0,18798.00999999999,94.46236180904518,365.94999999999936,18544.489999999998,1655.4999999999854,8.80678327120789,0.8614718614718615,1.0965727889323083
12546,JIM BEAM BRANDS COMPANY,2173,Canadian Club Rye,15.38,19.99,750,1114,17133.319999999992,759.0,13742.409999999876,18.105942028985343,598.5700000000022,123880.96999999999,-3390.9100000001163,-24.6747841171974,0.6813285457809695,0.8020868109624919
9165,ULTRA BEVERAGE COMPANY LLP,32138,Bonterra Merlot Organic Mndc,9.2,13.99,750,1860,17111.999999999975,1749.0,24637.510000000293,14.086626643796622,193.96000000000365,68054.70000000003,7525.5100000003185,30.5449292562448,0.9403225806451613,1.4397796867695378
12546,JIM BEAM BRANDS COMPANY,5490,DeKuyper Hot Damn Cinnamon,0.76,0.99,50,22512,17109.120000000064,20572.0,20366.27999999927,0.9899999999999646,1065.769999999989,123880.96999999999,3257.159999999207,15.9929059209602,0.9138237384506042,1.1903756592974504
480,BACARDI USA INC,2123,Angel's Envy Rye,57.96,79.99,750,295,17098.199999999997,431.0,34475.690000000155,79.99000000000036,339.84000000000077,89286.26999999999,17377.490000000158,50.4050535319237,1.4610169491525424,2.0163344679557005
1392,CONSTELLATION BRANDS INC,16327,Black Box Merlot,2.61,3.99,500,6551,17098.109999999888,6432.0,27371.68000000069,4.2555472636816996,489.6999999999903,79528.99,10273.570000000804,37.5335748481662,0.981834834376431,1.6008599780911967
10754,PERFECTA WINES,43224,Ch Beauchene Cotes du Rhone,9.2,13.99,750,1857,17084.399999999983,1808.0,25515.920000000297,14.112787610619634,200.28000000000367,28720.52,8431.520000000313,33.0441543945906,0.9736133548734518,1.4935215752382478
12546,JIM BEAM BRANDS COMPANY,525,El Tesoro Anejo Gold Tequil,31.0,39.99,750,551,17081.0,512.0,20918.880000000056,40.85718750000011,403.7700000000017,123880.96999999999,3837.8800000000556,18.3464889133646,0.9292196007259528,1.2246870792108222
8004,SAZERAC CO INC,8581,Stagg Jr Bourbon,36.49,49.99,750,468,17077.32,468.0,23395.320000000036,49.99000000000008,368.53000000000065,50293.62000000002,6318.000000000036,27.0054010802162,1.0,1.3699643738010434
1655,FABRIZIA SPIRITS LLC,4411,Fabrizia's Italian Margarita,7.24,9.99,750,2358,17071.920000000016,2908.0,29866.920000000904,10.270605226960422,2292.1299999999533,1824.8900000000006,12795.000000000888,42.8400384103902,1.2332485156912638,1.7494763330662793
10754,PERFECTA WINES,446,St Urbans-Hof Rsl,10.34,14.99,750,1650,17061.0,1575.0,24373.25000000019,15.475079365079486,174.77000000000203,28720.52,7312.250000000189,30.0011282861339,0.9545454545454546,1.428594455190211
3960,DIAGEO NORTH AMERICA INC,3142,Smirnoff Sourced Cran/Apple,0.74,0.99,50,23055,17060.69999999998,22314.0,22090.860000000117,0.9900000000000052,1166.0199999999704,257032.07000000007,5030.160000000138,22.7703222056548,0.9678594664931686,1.2948390159841123
9552,M S WALKER INC,26098,Champy Brut Sonoma Cnty,12.98,24.99,750,1314,17055.720000000005,1185.0,17344.149999999918,14.636413502109635,132.25000000000003,55551.819999999985,288.429999999913,1.66298146637289,0.9018264840182648,1.0169110421606307
10000,MAJESTIC FINE WINES,17167,Kendall Jackson Vntr RSV Zin,6.82,11.99,750,2500,17050.000000000033,2878.0,31494.9000000006,10.943328700486658,319.57000000000943,17587.59,14444.900000000569,45.8642510374705,1.1512,1.8472082111437267
2242,DELICATO VINEYARDS INC,22938,Black Stallion Carnrs Pnt Nr,12.74,19.99,750,1338,17046.11999999997,1301.0,24174.990000000103,18.58185242121453,144.31000000000074,7982.649999999999,7128.870000000134,29.4886161276596,0.9723467862481315,1.4182107130537709
9165,ULTRA BEVERAGE COMPANY LLP,3949,Patron En Lalique Tequila,5681.81,7499.99,750,3,17045.43,0.0,0.0,0.0,0.0,68054.70000000003,-17045.43,,0.0,0.0
90032,LABELLE VYDS AND WINERY,753,LaBelle Winery Blueberry,13.79,19.99,750,1236,17044.439999999973,1026.0,20509.740000000056,19.990000000000055,113.2399999999996,778.25,3465.300000000083,16.8958748380042,0.8300970873786407,1.2033097009934084
17033,SEA BREEZE CELLARS LLC,44986,Gruet Rose Brut,11.1,16.99,750,1535,17038.500000000036,1449.0,24618.51000000013,16.99000000000009,161.03000000000114,549.5500000000002,7580.010000000093,30.7898812722624,0.9439739413680782,1.444875429175108
9744,FREDERICK WILDMAN & SONS,22421,Marchesi di Barolo Monferrat,8.72,12.99,750,1953,17030.15999999997,1380.0,16897.199999999877,12.244347826086868,153.46000000000126,3999.9299999999994,-132.96000000009371,-0.786875932107655,0.706605222734255,0.9921926746430982
7153,PINE STATE TRADING CO,3533,Lidestri Pink Limoncello,13.23,17.99,750,1286,17013.779999999955,1544.0,28948.56000000053,18.749067357513297,1217.4499999999853,15884.819999999998,11934.780000000574,41.2275429244161,1.2006220839813375,1.701477273128053
9552,M S WALKER INC,8632,Arak-Gantous & Abouraad,12.85,18.99,750,1324,17013.400000000027,1217.0,23676.83000000007,19.455078060805317,958.3899999999988,55551.819999999985,6663.430000000044,28.1432522850399,0.9191842900302115,1.3916577521247977
4425,MARTIGNETTI COMPANIES,29433,Clos du Val Carneros Chard,13.79,22.99,750,1233,17003.069999999985,1175.0,24958.250000000106,21.241063829787326,131.01,144929.24,7955.18000000012,31.8739494956581,0.9529602595296026,1.4678672733806382
17035,PERNOD RICARD USA,23067,Perrier Jouet Grand Brut,13.81,21.99,375,1231,17000.109999999982,1078.0,22829.22000000009,21.177384044526985,61.740000000000364,123780.21999999997,5829.110000000106,25.5335486713961,0.875710804224208,1.342886604851387
11567,CAMPARI AMERICA,4141,Wild Turkey American Honey,0.71,0.99,50,23925,16986.750000000033,18706.0,18518.939999999617,0.9899999999999796,977.0500000000012,20964.809999999998,1532.189999999584,8.27363769200406,0.7818599791013584,1.0901991257891934
9552,M S WALKER INC,25566,Quivira 12 Znfdl Dry Creek V,8.78,12.99,750,1931,16954.18,542.0,7040.5799999999845,12.989999999999972,60.68000000000001,55551.819999999985,-9913.600000000017,-140.806581275975,0.28068358363542206,0.41527104230343104
12546,JIM BEAM BRANDS COMPANY,1483,DeKuyper Cane Trial Pack,2.39,2.99,50,7092,16949.879999999997,7184.0,21480.160000000033,2.9900000000000047,375.38000000000346,123880.96999999999,4530.280000000035,21.0905319141013,1.0129723632261702,1.2672750485549182
